nom_norm,code_postal,code_insee,lat,lon,population,dept,nom
ABERGEMENT SAINT JEAN,39120,39385,46.90320,5.34440,0,39,Abergement-Saint-Jean
ABRIES,05460,05001,44.77170,6.97170,0,05,Abriès
ACCOLAY,89460,89130,47.67420,3.72100,0,89,Accolay
ACQUEVILLE,14220,14150,48.96450,-0.37610,0,14,Acqueville
AGONNAY,17350,17397,45.88190,-0.68590,0,17,Agonnay
AIGONNAY,79370,79185,46.28440,-0.27230,0,79,Aigonnay
AIGUEBELLE,73220,73212,45.53900,6.32310,0,73,Aiguebelle
AIGUEBLANCHE,73260,73003,45.51510,6.51620,0,73,Aigueblanche
AILLANT SUR THOLON,89710,89003,47.90040,3.32110,0,89,Aillant-sur-Tholon
AIME,73210,73006,45.56610,6.61190,0,73,Aime
AIRAN,14540,14005,49.08640,-0.19050,0,14,Airan
AIX EN DIOIS,26150,26001,44.71120,5.37770,0,26,Aix-en-Diois
AIX EN OTHE,10190,10003,48.22660,3.72180,0,10,Aix-en-Othe
AJOU,27410,27049,48.98690,0.67010,0,27,Ajou
ALAISE,25330,25223,47.01380,5.99860,0,25,Alaise
ALBENS,73410,73010,45.78650,5.91490,0,73,Albens
ALBIOSC,04800,04081,43.74000,5.99480,0,04,Albiosc
ALLAINES MERVILLIERS,28310,28199,48.19980,1.84740,0,28,Allaines-Mervilliers
ALLAINVILLE EN BEAUCE,45480,45240,48.21510,2.02150,0,45,Allainville-en-Beauce
ALLENWILLER,67440,67004,48.66010,7.35650,0,67,Allenwiller
ALTENSTADT,67160,67544,49.01840,7.96290,0,67,Altenstadt
AMBILLOU CHATEAU,49700,49003,47.27050,-0.32220,0,49,Ambillou-Château
AMBLAINCOURT,55250,55040,48.96580,5.21830,0,55,Amblaincourt
AMBLIMONT,08210,08311,49.59780,5.07520,0,08,Amblimont
AMBOURVILLE,76480,76020,49.45180,0.89600,0,76,Ambourville
AMFREVILLE LA CAMPAGNE,27370,27011,49.21880,0.92530,0,27,Amfreville-la-Campagne
AMFROIPRET,59570,59006,50.28240,3.74680,0,59,Amfroipret
AMIONS,42590,42268,45.88580,4.05780,0,42,Amions
AMMERTZWILLER,68210,68006,47.70250,7.18300,0,68,Ammertzwiller
AMPOIGNE,53200,53124,47.82120,-0.82730,0,53,Ampoigné
ANCE,64570,64225,43.15750,-0.69420,0,64,Ance
ANCEINS,61550,61167,48.84360,0.49510,0,61,Anceins
ANCTEVILLE,50490,50550,49.13420,-1.41170,0,50,Ancteville
ANCTOVILLE,14250,14581,49.13380,-0.69930,0,14,Anctoville
ANCY SUR MOSELLE,57130,57021,49.06450,6.04740,0,57,Ancy-sur-Moselle
ANDARD,49800,49307,47.46950,-0.37340,0,49,Andard
ANDEVANNE,08240,08437,49.41560,5.06660,0,08,Andevanne
ANDIGNE,49220,49176,47.63400,-0.75170,0,49,Andigné
ANDREZE,49600,49023,47.20280,-0.98440,0,49,Andrezé
ANERAN CAMORS,65240,65141,42.84330,0.43820,0,65,Anéran-Camors
ANETZ,44150,44163,47.40190,-1.10950,0,44,Anetz
ANGEY,50530,50565,48.74480,-1.44410,0,50,Angey
ANGLUS,52220,52088,48.44070,4.74760,0,52,Anglus
ANGOVILLE,14220,14150,48.96450,-0.37610,0,14,Angoville
ANGOVILLE AU PLAIN,50620,50099,49.30610,-1.21180,0,50,Angoville-au-Plain
ANGVILLER LES BISPING,57930,57086,48.81200,6.89600,0,57,Angviller-lès-Bisping
ANIZY LE CHATEAU,02320,02018,49.51590,3.44260,0,02,Anizy-le-Château
ANNECY LE VIEUX,74960,74010,45.90240,6.12640,0,74,Annecy-le-Vieux
ANNEVILLE SUR MER,50560,50215,49.10770,-1.53150,0,50,Anneville-sur-Mer
ANNOVILLE,50660,50272,48.95290,-1.53020,0,50,Annoville
ANTOIGNY,61600,61168,48.56880,-0.35920,0,61,Antoigny
ANTONAVES,05300,05118,44.25160,5.83380,0,05,Antonaves
ANTORPE,25410,25527,47.18820,5.82660,0,25,Antorpe
ANTRAIGUES SUR VOLANE,07600,07011,44.73020,4.34630,0,07,Antraigues-sur-Volane
ANTRAIN,35560,35004,48.44100,-1.46500,0,35,Antrain
ANVILLE,16170,16339,45.83970,-0.08660,0,16,Anville
ARANCE,64300,64396,43.42510,-0.66060,0,64,Arance
ARBIGNIEU,01300,01015,45.71890,5.64040,0,01,Arbignieu
ARGENS,04170,04136,44.01860,6.52950,0,04,Argens
ARGENTAT,19400,19010,45.11660,1.93190,0,19,Argentat
ARGENTOLLES,52330,52140,48.24180,4.92400,0,52,Argentolles
ARGENTON L EGLISE,79290,79014,47.05780,-0.27320,0,79,Argenton-l'Église
ARGENTON LES VALLEES,79300,79013,46.97210,-0.41640,0,79,Argenton-les-Vallées
ARGENTON NOTRE DAME,53290,53029,47.79180,-0.56330,0,53,Argenton-Notre-Dame
ARGOUGES,50240,50487,48.52090,-1.36380,0,50,Argouges
ARGUT DESSUS,31440,31085,42.91690,0.77220,0,31,Argut-Dessus
ARJUZANX,40110,40197,44.03180,-0.91470,0,40,Arjuzanx
ARMENONVILLE LES GATINEAUX,28320,28023,48.53080,1.64040,0,28,Armenonville-les-Gâtineaux
ARMENTEULE,65510,65282,42.75370,0.43870,0,65,Armenteule
ARNONCOURT SUR APANCE,52400,52273,48.02110,5.72860,0,52,Arnoncourt-sur-Apance
ARRABLOY,45500,45155,47.71750,2.66870,0,45,Arrabloy
ARROS D OLORON,64660,64064,43.11020,-0.63260,0,64,Arros-d'Oloron
ARTHON EN RETZ,44680,44005,47.15610,-1.91530,0,44,Arthon-en-Retz
ARTIGUEDIEU,32260,32426,43.50110,0.57570,0,32,Artiguedieu
ARTONGES,02540,02458,48.89170,3.50920,0,02,Artonges
ARZAY,38260,38479,45.43200,5.21530,0,38,Arzay
ASPACH LE HAUT,68700,68012,47.77440,7.12260,0,68,Aspach-le-Haut
ASPERJOC,07600,07011,44.73020,4.34630,0,07,Asperjoc
ASTOIN,04250,04023,44.32330,6.18320,0,04,Astoin
ATHIS DE L ORNE,61430,61007,48.79340,-0.46210,0,61,Athis-de-l'Orne
ATUR,24750,24053,45.13850,0.78780,0,24,Atur
AUBERTANS,70190,70059,47.43420,6.16540,0,70,Aubertans
AUBERVILLE LA CAMPAGNE,76330,76476,49.50620,0.58340,0,76,Auberville-la-Campagne
AUBEVOYE,27940,27022,49.17120,1.32040,0,27,Aubevoye
AUBIE ET ESPESSAS,33240,33018,45.02100,-0.38870,0,33,Aubie-et-Espessas
AUBIGNEY,70140,70101,47.33240,5.51680,0,70,Aubigney
AUBRY EN EXMES,61310,61474,48.78510,0.11260,0,61,Aubry-en-Exmes
AUDERVILLE,50690,50041,49.65460,-1.82140,0,50,Auderville
AUENHEIM,67480,67418,48.81780,8.00570,0,67,Auenheim
AUFFAY,76850,76034,49.71470,1.13390,0,76,Auffay
AUGE SAINT MEDARD,16170,16339,45.83970,-0.08660,0,16,Auge-Saint-Médard
AULHAT SAINT PRIVAT,63500,63160,45.57410,3.31100,0,63,Aulhat-Saint-Privat
AULNAY AUX PLANCHES,51130,51158,48.82690,3.96160,0,51,Aulnay-aux-Planches
AULNIZEUX,51130,51158,48.82690,3.96160,0,51,Aulnizeux
AULNOIS SOUS VERTUZEY,55200,55184,48.74470,5.65250,0,55,Aulnois-sous-Vertuzey
AULOS,09310,09296,42.79850,1.66080,0,09,Aulos
AUMONT AUBRAC,48130,48009,44.69230,3.27300,0,48,Aumont-Aubrac
AUNAY SUR ODON,14770,14027,48.99080,-0.65450,0,14,Aunay-sur-Odon
AUNEAU,28700,28015,48.50000,1.76420,0,28,Auneau
AUQUAINVILLE,14290,14371,49.00140,0.22310,0,14,Auquainville
AUQUEMESNIL,76910,76618,49.96120,1.23430,0,76,Auquemesnil
AURELLE VERLAC,12130,12224,44.51120,3.00770,0,12,Aurelle-Verlac
AUTHEUIL,61190,61491,48.60650,0.63210,0,61,Autheuil
AUTRANS,38880,38225,45.17130,5.54440,0,38,Autrans
AUTRETOT,76190,76041,49.65600,0.75420,0,76,Autretot
AUVERSE,49490,49228,47.51110,0.10270,0,49,Auverse
AUXILLAC,48500,48034,44.42530,3.25830,0,48,Auxillac
AUXON DESSOUS,25870,25035,47.30010,5.95570,0,25,Auxon-Dessous
AUXON DESSUS,25870,25035,47.30010,5.95570,0,25,Auxon-Dessus
AUZAY,85200,85009,46.43660,-0.87390,0,85,Auzay
AUZECOURT,55800,55388,48.88520,4.98340,0,55,Auzécourt
AUZEVILLE EN ARGONNE,55120,55117,49.12020,5.09250,0,55,Auzéville-en-Argonne
AUZOUVILLE AUBERBOSC,76640,76258,49.65170,0.60390,0,76,Auzouville-Auberbosc
AVENAS,69860,69135,46.23790,4.56310,0,69,Avenas
AVENHEIM,67370,67452,48.65770,7.57070,0,67,Avenheim
AVERNES SOUS EXMES,61310,61474,48.78510,0.11260,0,61,Avernes-sous-Exmes
AVIERNOZ,74570,74282,46.00570,6.22750,0,74,Aviernoz
AVIRE,49520,49331,47.71110,-0.85400,0,49,Aviré
AY,51160,51030,49.05610,4.04140,0,51,Ay
BACHIVILLERS,60240,60256,49.29040,1.99290,0,60,Bachivillers
BAGAT EN QUERCY,46800,46263,44.37080,1.25600,0,46,Bagat-en-Quercy
BAGE LA VILLE,01380,01025,46.32770,4.97040,0,01,Bâgé-la-Ville
BAGNOLES DE L ORNE,61600,61483,48.56960,-0.41740,0,61,Bagnoles-de-l'Orne
BAGNOLS LES BAINS,48250,48027,44.50990,3.74900,0,48,Bagnols-les-Bains
BAIGNOLET,28150,28406,48.21080,1.67160,0,28,Baignolet
BAILLE,35460,35292,48.37400,-1.40150,0,35,Baillé
BAINS LES BAINS,88240,88029,48.01700,6.25430,0,88,Bains-les-Bains
BALAIVES ET BUTZ,08160,08173,49.67180,4.73980,0,08,Balaives-et-Butz
BALBINS,38260,38284,45.39430,5.21370,0,38,Balbins
BALESMES SUR MARNE,52200,52449,47.82410,5.34540,0,52,Balesmes-sur-Marne
BALLEE,53340,53017,47.93620,-0.38010,0,53,Ballée
BALLERAY,58130,58204,47.07700,3.29040,0,58,Balleray
BALLEROY,14490,14035,49.19310,-0.83250,0,14,Balleroy
BANAT,09400,09306,42.84510,1.59770,0,09,Banat
BARBECHAT,44450,44029,47.27890,-1.33860,0,44,Barbechat
BARMAINVILLE,28310,28319,48.27740,1.92220,0,28,Barmainville
BARRICOURT,08240,08437,49.41560,5.06660,0,08,Barricourt
BASSILLAC,24640,24026,45.15770,0.88000,0,24,Bassillac
BAUDIGNECOURT,55130,55150,48.58650,5.46490,0,55,Baudignécourt
BAUGE,49150,49018,47.55980,-0.11430,0,49,Baugé
BAULNE EN BRIE,02330,02053,49.00090,3.62030,0,02,Baulne-en-Brie
BAUNE,49800,49307,47.46950,-0.37340,0,49,Bauné
BAUQUAY,14770,14027,48.99080,-0.65450,0,14,Bauquay
BAZOCHES SUR VESLES,02220,02054,49.29910,3.61840,0,02,Bazoches-sur-Vesles
BAZOUGES SUR LE LOIR,72200,72025,47.67580,-0.16280,0,72,Bazouges-sur-le-Loir
BEAUCHARMOY,52400,52400,47.97140,5.64970,0,52,Beaucharmoy
BEAUFORT EN VALLEE,49250,49021,47.43740,-0.20630,0,49,Beaufort-en-Vallée
BEAUFOUR,14340,14231,49.21110,0.02310,0,14,Beaufour
BEAULANDAIS,61330,61211,48.52690,-0.52050,0,61,Beaulandais
BEAULIEU SOUS BRESSUIRE,79300,79049,46.86540,-0.47330,0,79,Beaulieu-sous-Bressuire
BEAUMAT,46240,46138,44.64410,1.60400,0,46,Beaumat
BEAUMONT DU PERIGORD,24440,24028,44.73870,0.75520,0,24,Beaumont-du-Périgord
BEAUMONT HAGUE,50690,50041,49.65460,-1.82140,0,50,Beaumont-Hague
BEAUPREAU,49600,49023,47.20280,-0.98440,0,49,Beaupréau
BEAUSSAC,24340,24253,45.44760,0.51070,0,24,Beaussac
BEAUSSE,49620,49244,47.34350,-0.93510,0,49,Beausse
BEAUVAU,49140,49163,47.56060,-0.25630,0,49,Beauvau
BEAUVOIR SUR SARCE,10340,10058,47.97030,4.26730,0,10,Beauvoir-sur-Sarce
BEHLENHEIM,67370,67495,48.65840,7.62930,0,67,Behlenheim
BELLEGARDE SUR VALSERINE,01200,01033,46.12340,5.79440,0,01,Bellegarde-sur-Valserine
BELLENTRE,73210,73150,45.56840,6.70300,0,73,Bellentre
BELLEVILLE SUR MER,76910,76618,49.96120,1.23430,0,76,Belleville-sur-Mer
BELLEVILLE SUR VIE,85170,85019,46.78760,-1.40730,0,85,Belleville-sur-Vie
BELLIGNE,44370,44213,47.43520,-1.03190,0,44,Belligné
BELLOU,14290,14371,49.00140,0.22310,0,14,Bellou
BELMONT LUTHEZIEU,01260,01036,45.92360,5.66260,0,01,Belmont-Luthézieu
BELVES,24170,24035,44.74920,1.00500,0,24,Belvès
BENNETOT,76640,76258,49.65170,0.60390,0,76,Bennetot
BERGUETTE,62330,62473,50.61470,2.45610,0,62,Berguette
BERMERIES,59570,59006,50.28240,3.74680,0,59,Bermeries
BERMONVILLE,76640,76258,49.65170,0.60390,0,76,Bermonville
BERNEVAL LE GRAND,76910,76618,49.96120,1.23430,0,76,Berneval-le-Grand
BERNIERES LE PATRY,14410,14726,48.86190,-0.71730,0,14,Bernières-le-Patry
BERTHENONVILLE,27630,27213,49.17510,1.57080,0,27,Berthenonville
BERVILLE EN ROUMOIS,27520,27062,49.27340,0.83080,0,27,Berville-en-Roumois
BETONCOURT LES MENETRIERS,70120,70373,47.69530,5.75520,0,70,Betoncourt-les-Ménétriers
BEUZEVILLE AU PLAIN,50480,50523,49.42050,-1.29670,0,50,Beuzeville-au-Plain
BEYREDE JUMET,65410,65092,42.95470,0.34900,0,65,Beyrède-Jumet
BIERNES,52330,52140,48.24180,4.92400,0,52,Biernes
BIERRE LES SEMUR,21390,21272,47.43570,4.32060,0,21,Bierre-lès-Semur
BIEVILLE QUETIEVILLE,14340,14527,49.11840,-0.01920,0,14,Biéville-Quétiéville
BILLY SOUS LES COTES,55210,55551,48.98630,5.73460,0,55,Billy-sous-les-Côtes
BINIC,22680,22055,48.61670,-2.83720,0,22,Binic
BINSON ET ORQUIGNY,51700,51457,49.09450,3.80890,0,51,Binson-et-Orquigny
BION,50140,50359,48.60770,-0.92590,0,50,Bion
BIRKENWALD,67440,67004,48.66010,7.35650,0,67,Birkenwald
BIRLENBACH,67160,67104,48.98120,7.88040,0,67,Birlenbach
BISCHTROFF SUR SARRE,67260,67435,48.90890,7.07680,0,67,Bischtroff-sur-Sarre
BISSEUIL,51160,51030,49.05610,4.04140,0,51,Bisseuil
BIVILLE,50690,50041,49.65460,-1.82140,0,50,Biville
BIVILLE SUR MER,76910,76618,49.96120,1.23430,0,76,Biville-sur-Mer
BIVILLIERS,61190,61491,48.60650,0.63210,0,61,Bivilliers
BLAISE,08400,08490,49.41940,4.70730,0,08,Blaise
BLAISON GOHIER,49320,49029,47.37850,-0.38360,0,49,Blaison-Gohier
BLANCHEFONTAINE,25120,25433,47.26750,6.75540,0,25,Blanchefontaine
BLANCHEVILLE,52700,52008,48.23650,5.28100,0,52,Blancheville
BLANDOUET,53270,53228,48.04800,-0.36080,0,53,Blandouet
BLASLAY,86380,86281,46.72970,0.26340,0,86,Blaslay
BLEGIERS,04420,04155,44.21350,6.45980,0,04,Blégiers
BLERCOURT,55120,55385,49.11150,5.25550,0,55,Blercourt
BLEURY SAINT SYMPHORIEN,28700,28015,48.50000,1.76420,0,28,Bleury-Saint-Symphorien
BLEVY,28170,28226,48.63000,1.15270,0,28,Blévy
BLIGNY EN OTHE,89210,89055,48.00100,3.61830,0,89,Bligny-en-Othe
BLIS ET BORN,24640,24026,45.15770,0.88000,0,24,Blis-et-Born
BOCE,49150,49018,47.55980,-0.11430,0,49,Bocé
BOCQUENCE,61550,61167,48.84360,0.49510,0,61,Bocquencé
BOISRAULT,80640,80443,49.84060,1.90410,0,80,Boisrault
BOISROGER,50560,50215,49.10770,-1.53150,0,50,Boisroger
BOISSY LE BOIS,60240,60209,49.29590,1.92900,0,60,Boissy-le-Bois
BONNAUD,39190,39576,46.60470,5.46190,0,39,Bonnaud
BONNEVAUX LE PRIEURE,25620,25434,47.10000,6.15340,0,25,Bonnevaux-le-Prieuré
BONNOEUVRE,44540,44180,47.53490,-1.14140,0,44,Bonnœuvre
BORCQ SUR AIRVAULT,79600,79005,46.83230,-0.15320,0,79,Borcq-sur-Airvault
BOSC BENARD CRESCY,27310,27085,49.32510,0.77740,0,27,Bosc-Bénard-Crescy
BOSC RENOULT EN OUCHE,27410,27049,48.98690,0.67010,0,27,Bosc-Renoult-en-Ouche
BOSC ROGER SUR BUCHY,76750,76146,49.58590,1.33940,0,76,Bosc-Roger-sur-Buchy
BOSGUERARD DE MARCOUVILLE,27520,27062,49.27340,0.83080,0,27,Bosguérard-de-Marcouville
BOSSEVAL ET BRIANCOURT,08350,08491,49.75540,4.86520,0,08,Bosseval-et-Briancourt
BOTZ EN MAUGES,49620,49244,47.34350,-0.93510,0,49,Botz-en-Mauges
BOUFFERE,85600,85146,46.97410,-1.29230,0,85,Boufféré
BOUILLE LORETZ,79290,79014,47.05780,-0.27320,0,79,Bouillé-Loretz
BOUILLE SAINT PAUL,79290,79063,47.03510,-0.34500,0,79,Bouillé-Saint-Paul
BOULAZAC,24750,24053,45.13850,0.78780,0,24,Boulazac
BOULOGNE,85140,85084,46.78610,-1.24580,0,85,Boulogne
BOURG DE THIZY,69240,69248,46.05050,4.31090,0,69,Bourg-de-Thizy
BOURGNEUF EN MAUGES,49620,49244,47.34350,-0.93510,0,49,Bourgneuf-en-Mauges
BOURGNEUF EN RETZ,44580,44021,47.03500,-1.90190,0,44,Bourgneuf-en-Retz
BOURGOGNE,51110,51075,49.34880,4.08550,0,51,Bourgogne
BOURMONT,52150,52064,48.22250,5.61230,0,52,Bourmont
BOURNEVILLE,27500,27107,49.40130,0.62190,0,27,Bourneville
BOURRE,41400,41151,47.35940,1.19980,0,41,Bourré
BOUTANCOURT,08160,08173,49.67180,4.73980,0,08,Boutancourt
BOUTAVENT,60220,60245,49.64780,1.73720,0,60,Boutavent
BOUZILLE,49530,49126,47.30420,-1.21350,0,49,Bouzillé
BOUZONVILLE EN BEAUCE,45300,45253,48.17320,2.20380,0,45,Bouzonville-en-Beauce
BRACQUEMONT,76910,76618,49.96120,1.23430,0,76,Bracquemont
BRAHIC,07140,07334,44.38840,4.11450,0,07,Brahic
BRAIN SUR L AUTHION,49800,49307,47.46950,-0.37340,0,49,Brain-sur-l'Authion
BRAIN SUR LONGUENEE,49370,49367,47.58900,-0.81780,0,49,Brain-sur-Longuenée
BRAMANS,73500,73290,45.27640,6.89160,0,73,Bramans
BRANDON,71520,71134,46.35470,4.56490,0,71,Brandon
BRANTOME,24530,24064,45.37560,0.65960,0,24,Brantôme
BRANVILLE HAGUE,50690,50041,49.65460,-1.82140,0,50,Branville-Hague
BRAUCOURT,52290,52182,48.56980,4.83400,0,52,Braucourt
BRECTOUVILLE,50160,50601,48.99610,-0.97400,0,50,Brectouville
BREEL,61430,61007,48.79340,-0.46210,0,61,Bréel
BREIL,49490,49228,47.51110,0.10270,0,49,Breil
BREMMELBACH,67160,67074,48.99280,7.88640,0,67,Bremmelbach
BRENAC,11500,11304,42.88330,2.17330,0,11,Brenac
BRENAZ,01260,01453,45.91530,5.73460,0,01,Brénaz
BRERY,39230,39199,46.76820,5.58980,0,39,Bréry
BRESOLETTES,61190,61491,48.60650,0.63210,0,61,Bresolettes
BRESSONCOURT,52230,52491,48.42400,5.31860,0,52,Bressoncourt
BRETIGNOLLES LE MOULIN,53110,53118,48.47300,-0.54240,0,53,Brétignolles-le-Moulin
BRETTEVILLE L ORGUEILLEUSE,14740,14098,49.19630,-0.53980,0,14,Bretteville-l'Orgueilleuse
BRETTEVILLE SUR DIVES,14170,14654,48.98730,0.02520,0,14,Bretteville-sur-Dives
BREUIL BARRET,85120,85289,46.64670,-0.69200,0,85,Breuil-Barret
BREUIL CHAUSSEE,79300,79049,46.86540,-0.47330,0,79,Breuil-Chaussée
BREUIL SUR MARNE,52170,52123,48.52770,5.14850,0,52,Breuil-sur-Marne
BREUILH,24750,24312,45.10790,0.74350,0,24,Breuilh
BREVANDS,50620,50099,49.30610,-1.21180,0,50,Brévands
BREZE,49400,49060,47.17810,-0.04490,0,49,Brézé
BRICQUEBEC,50260,50082,49.46210,-1.66280,0,50,Bricquebec
BRIEY,54790,54099,49.26630,5.95460,0,54,Briey
BRIGNE,49700,49125,47.19880,-0.30530,0,49,Brigné
BRIGNOGAN PLAGES,29890,29021,48.65190,-4.32460,0,29,Brignogan-Plages
BRISSAC QUINCE,49320,49050,47.33920,-0.40870,0,49,Brissac-Quincé
BRISSARTHE,49330,49080,47.69700,-0.54990,0,49,Brissarthe
BRIVEZAC,19120,19019,44.99910,1.83180,0,19,Brivezac
BROC,49490,49228,47.51110,0.10270,0,49,Broc
BRONCOURT,52500,52197,47.79400,5.60040,0,52,Broncourt
BROTTES,52000,52121,48.09650,5.15660,0,52,Brottes
BROUAY,14740,14098,49.19630,-0.53980,0,14,Brouay
BROUTHIERES,52230,52491,48.42400,5.31860,0,52,Brouthières
BRUCHEVILLE,50620,50099,49.30610,-1.21180,0,50,Brucheville
BRUNELLES,28400,28236,48.33650,0.89000,0,28,Brunelles
BRUNSTATT,68350,68056,47.71650,7.31480,0,68,Brunstatt
BRUNVILLE,76910,76618,49.96120,1.23430,0,76,Brunville
BUAIS,50640,50090,48.52450,-0.97470,0,50,Buais
BUBERTRE,61190,61491,48.60650,0.63210,0,61,Bubertré
BUCHEY,52330,52426,48.27270,4.86870,0,52,Buchey
BULAINVILLE,55250,55389,49.00620,5.17560,0,55,Bulainville
BURES LES MONTS,14350,14061,48.96160,-0.84000,0,14,Bures-les-Monts
BURES SUR DIVES,14670,14712,49.19410,-0.18440,0,14,Bures-sur-Dives
BUS SAINT REMY,27630,27213,49.17510,1.57080,0,27,Bus-Saint-Rémy
BUSSIERE BOFFY,87330,87097,46.08840,0.90040,0,87,Bussière-Boffy
BUSSIERE POITEVINE,87330,87028,46.22930,0.89870,0,87,Bussière-Poitevine
BUSSUREL,70400,70285,47.56660,6.75940,0,70,Bussurel
BUSSUS BUSSUEL,80135,80155,50.10800,1.99480,0,80,Bussus-Bussuel
BUXERULLES,55300,55093,48.90550,5.68150,0,55,Buxerulles
BUZEINS,12150,12270,44.31380,3.02940,0,12,Buzeins
CABAS LOUMASSES,32420,32365,43.36270,0.66790,0,32,Cabas-Loumassès
CADOUIN,24480,24068,44.81440,0.88850,0,24,Cadouin
CALVIAC,46190,46311,44.90010,2.03400,0,46,Calviac
CALVINET,15340,15027,44.70650,2.32500,0,15,Calvinet
CAMOU MIXE SUHAST,64120,64010,43.35450,-1.01410,0,64,Camou-Mixe-Suhast
CAMOUS,65410,65092,42.95470,0.34900,0,65,Camous
CAMPANDRE VALCONGRAIN,14770,14027,48.99080,-0.65450,0,14,Campandré-Valcongrain
CAMPEL,35330,35168,47.89810,-1.99310,0,35,Campel
CAMPES,81170,81262,44.08560,2.00060,0,81,Campes
CANNET,32400,32344,43.63920,-0.07770,0,32,Cannet
CANTIERS,27630,27213,49.17510,1.57080,0,27,Cantiers
CANTILLAC,24530,24064,45.37560,0.65960,0,24,Cantillac
CAPBIS,64800,64148,43.12800,-0.29990,0,64,Capbis
CARNET,50240,50487,48.52090,-1.36380,0,50,Carnet
CARNOY,80300,80505,49.99930,2.74900,0,80,Carnoy
CARQUEBUT,50480,50523,49.42050,-1.29670,0,50,Carquebut
CARVILLE,14350,14061,48.96160,-0.84000,0,14,Carville
CASSABER,64270,64168,43.48480,-1.00080,0,64,Cassaber
CASTELJAU,07460,07031,44.37910,4.20560,0,07,Casteljau
CASTETS EN DORTHE,33210,33106,44.55440,-0.13660,0,33,Castets-en-Dorthe
CASTILLON DE CASTETS,33210,33106,44.55440,-0.13660,0,33,Castillon-de-Castets
CASTILLY,14330,14342,49.28520,-1.05700,0,14,Castilly
CATZ,50620,50099,49.30610,-1.21180,0,50,Catz
CAUDEBEC EN CAUX,76490,76164,49.52660,0.71840,0,76,Caudebec-en-Caux
CAUMONT L EVENTE,14240,14143,49.11300,-0.80530,0,14,Caumont-l'Éventé
CAUMONT SUR ORNE,14220,14689,48.98710,-0.52220,0,14,Caumont-sur-Orne
CAUNAY,79190,79307,46.16250,0.12570,0,79,Caunay
CAYCHAX,09250,09088,42.80890,1.72140,0,09,Caychax
CAZILLAC,46600,46232,44.98800,1.60830,0,46,Cazillac
CAZOULES,24370,24325,44.90000,1.40060,0,24,Cazoulès
CEAUX EN COUHE,86700,86082,46.31690,0.21260,0,86,Ceaux-en-Couhé
CELLIERS,73260,73187,45.52610,6.46660,0,73,Celliers
CENDRIEUX,24510,24362,44.97310,0.77330,0,24,Cendrieux
CERCLES,24320,24554,45.36900,0.45080,0,24,Cercles
CERQUEUX,14290,14371,49.00140,0.22310,0,14,Cerqueux
CERSAY,79290,79063,47.03510,-0.34500,0,79,Cersay
CESNY BOIS HALBOUT,14220,14150,48.96450,-0.37610,0,14,Cesny-Bois-Halbout
CESSENS,73410,73010,45.78650,5.91490,0,73,Cessens
CESSIERES,02320,02153,49.55750,3.48170,0,02,Cessières
CEZAIS,85410,85292,46.60130,-0.84210,0,85,Cezais
CHACE,49400,49060,47.17810,-0.04490,0,49,Chacé
CHAIL,79500,79064,46.18320,-0.08670,0,79,Chail
CHAILLE SOUS LES ORMEAUX,85310,85213,46.58960,-1.33450,0,85,Chaillé-sous-les-Ormeaux
CHAIX,85200,85009,46.43660,-0.87390,0,85,Chaix
CHALANDREY,50540,50256,48.62360,-1.17980,0,50,Chalandrey
CHALMAZEL,42920,42039,45.70320,3.83370,0,42,Chalmazel
CHALONNES SOUS LE LUDE,49490,49228,47.51110,0.10270,0,49,Chalonnes-sous-le-Lude
CHAMBEUGLE,89120,89086,47.87860,3.10730,0,89,Chambeugle
CHAMBON LE CHATEAU,48600,48038,44.84240,3.62790,0,48,Chambon-le-Château
CHAMBON SUR CISSE,41190,41142,47.57150,1.19680,0,41,Chambon-sur-Cisse
CHAMBRETAUD,85500,85302,46.94680,-0.98570,0,85,Chambretaud
CHAMBROUTET,79300,79049,46.86540,-0.47330,0,79,Chambroutet
CHAMEANE,63580,63448,45.49620,3.45740,0,63,Chaméane
CHAMMES,53270,53255,48.09170,-0.38210,0,53,Chammes
CHAMP DU BOULT,14380,14658,48.82970,-1.02800,0,14,Champ-du-Boult
CHAMP SUR LAYON,49750,49345,47.27190,-0.53950,0,49,Champ-sur-Layon
CHAMPCEY,50530,50565,48.74480,-1.44410,0,50,Champcey
CHAMPCOURT,52330,52140,48.24180,4.92400,0,52,Champcourt
CHAMPDOR,01110,01080,46.03710,5.58820,0,01,Champdor
CHAMPEAUX ET LA CHAPELLE POMMIER,24340,24253,45.44760,0.51070,0,24,Champeaux-et-la-Chapelle-Pommier
CHAMPIGNE,49330,49080,47.69700,-0.54990,0,49,Champigné
CHAMPLITTE LA VILLE,70600,70122,47.63100,5.49930,0,70,Champlitte-la-Ville
CHAMPTEUSSE SUR BACONNE,49220,49067,47.67870,-0.65850,0,49,Champteussé-sur-Baconne
CHAMPTOCEAUX,49530,49126,47.30420,-1.21350,0,49,Champtoceaux
CHAMPVALLON,89710,89003,47.90040,3.32110,0,89,Champvallon
CHANCE,35680,35220,48.01460,-1.40600,0,35,Chancé
CHANTECORPS,79340,79105,46.50300,-0.13330,0,79,Chantecorps
CHANTELOUVE,38740,38073,44.96060,5.97940,0,38,Chantelouve
CHANTOME,36270,36070,46.42860,1.56750,0,36,Chantôme
CHANZEAUX,49750,49092,47.22110,-0.69640,0,49,Chanzeaux
