nom_norm,code_postal,code_insee,lat,lon,population,dept
AMBIALET,81430,81010,43.92670,2.38370,471,81
AMBIEGNA,20151,2A014,42.08990,8.76810,79,2A
AMBIERLE,42820,42003,46.10680,3.89530,1865,42
AMBIEVILLERS,70210,70013,47.99110,6.13790,80,70
AMBILLOU,37340,37002,47.45400,0.45130,1746,37
AMBILLY,74100,74008,46.19570,6.22390,6355,74
AMBLAINVILLE,60110,60010,49.20620,2.12490,1805,60
AMBLANS ET VELOTTE,70200,70014,47.68170,6.41980,386,70
AMBLENY,02290,02011,49.37410,3.16810,1205,02
AMBLEON,01300,01006,45.74830,5.59280,115,01
AMBLETEUSE,62164,62025,50.81290,1.61980,2033,62
AMBLEVILLE,95420,95011,49.15100,1.69590,388,95
AMBLEVILLE,95710,95011,49.15100,1.69590,388,95
AMBLOY,41310,41001,47.70940,0.97040,187,41
AMBLY FLEURY,08130,08010,49.49010,4.49040,132,08
AMBLY SUR MEUSE,55300,55007,49.02200,5.45210,245,55
AMBOISE,37400,37003,47.39670,0.99890,12937,37
AMBON,56190,56002,47.55990,-2.53650,2101,56
AMBONIL,26800,26007,44.79160,4.90970,106,26
AMBONNAY,51150,51007,49.09260,4.17780,941,51
AMBONVILLE,52110,52007,48.31530,5.01390,82,52
AMBRAULT,36120,36003,46.78600,1.94960,884,36
AMBRES,81500,81011,43.72870,1.83130,1033,81
AMBRICOURT,62310,62026,50.46680,2.17280,118,62
AMBRIEF,02200,02012,49.32260,3.40580,79,02
AMBRIERES,51290,51008,48.62850,4.82760,210,51
AMBRIERES LES VALLEES,53300,53003,48.42420,-0.62680,2619,53
AMBRINES,62127,62027,50.30820,2.46600,211,62
AMBRONAY,01500,01007,46.00990,5.36270,2841,01
AMBRUGEAT,19250,19008,45.53360,2.08780,213,19
AMBRUMESNIL,76550,76004,49.85910,0.98300,520,76
AMBRUS,47160,47008,44.23190,0.24550,110,47
AMBUTRIX,01500,01008,45.93470,5.33590,760,01
AMECOURT,27140,27010,49.37630,1.73450,172,27
AMEL SUR L ETANG,55230,55008,49.25690,5.64500,153,55
AMELECOURT,57170,57018,48.83920,6.48880,118,57
AMELIE LES BAINS PALALDA,66110,66003,42.45080,2.68700,3529,66
AMENDEUIX ONEIX,64120,64018,43.34390,-1.04450,472,64
AMENONCOURT,54450,54013,48.63080,6.78650,87,54
AMENUCOURT,95510,95012,49.10840,1.64690,212,95
AMES,62190,62028,50.53450,2.41490,676,62
AMETTES,62260,62029,50.52800,2.39610,469,62
AMEUGNY,71460,71007,46.52280,4.66900,169,71
AMEUVELLE,88410,88007,47.95100,5.94980,46,88
AMFREVILLE,14860,14009,49.25080,-0.24050,1394,14
AMFREVILLE LA MI VOIE,76920,76005,49.40530,1.12750,3265,76
AMFREVILLE LES CHAMPS,27380,27012,49.31310,1.32230,449,27
AMFREVILLE LES CHAMPS,76560,76006,49.69800,0.82690,188,76
AMFREVILLE SAINT AMAND,27370,27011,49.21880,0.92530,1207,27
AMFREVILLE SOUS LES MONTS,27380,27013,49.30310,1.26290,532,27
AMFREVILLE SUR ITON,27400,27014,49.15490,1.14460,887,27
AMIENS,80000,80021,49.89870,2.28470,136449,80
AMIENS,80080,80021,49.89870,2.28470,136449,80
AMIENS,80090,80021,49.89870,2.28470,136449,80
AMIFONTAINE,02190,02013,49.49770,3.92180,391,02
AMIGNY,50620,50006,49.15650,-1.18560,151,50
AMIGNY ROUY,02700,02014,49.61110,3.30590,707,02
AMILLIS,77120,77002,48.73270,3.14000,830,77
AMILLY,28300,28006,48.44240,1.40730,1855,28
AMILLY,45200,45004,47.99110,2.78130,13582,45
AMIRAT,06910,06002,43.89730,6.81080,45,06
AMMERSCHWIHR,68410,68005,48.11660,7.26690,1580,68
AMMERSCHWIHR,68770,68005,48.11660,7.26690,1580,68
AMNE,72540,72004,48.03490,-0.04260,569,72
AMNEVILLE,57360,57019,49.24690,6.11790,10875,57
AMONCOURT,70170,70015,47.73580,6.06160,270,70
AMONDANS,25330,25017,47.07220,6.03460,85,25
AMONT ET EFFRENEY,70310,70016,47.86720,6.56300,168,70
AMOROTS SUCCOS,64120,64019,43.36260,-1.12730,219,64
AMOU,40330,40002,43.58910,-0.74640,1550,40
AMPILLY LE SEC,21400,21012,47.81340,4.50650,322,21
AMPILLY LES BORDES,21450,21011,47.64040,4.62720,79,21
AMPLEPUIS,69550,69006,45.96600,4.31700,4876,69
AMPLIER,62760,62030,50.13570,2.39850,297,62
AMPONVILLE,77760,77003,48.28970,2.52950,349,77
AMPRIANI,20272,2B015,42.25370,9.35660,23,2B
AMPUIS,69420,69007,45.50340,4.80790,2769,69
AMPUS,83111,83003,43.62180,6.36830,919,83
AMURE,79210,79009,46.25590,-0.61090,429,79
AMY,60310,60011,49.64010,2.83100,419,60
ANAA,98760,98711,-16.89510,-144.87580,970,987
ANAA,98786,98711,-16.89510,-144.87580,970,987
ANAA,98790,98711,-16.89510,-144.87580,970,987
ANAIS,16560,16011,45.76970,0.20460,587,16
ANAIS,17540,17007,46.17740,-0.90120,314,17
ANAN,31230,31008,43.35410,0.81390,267,31
ANCE FEAS,64570,64225,43.15750,-0.69420,624,64
ANCEAUMEVILLE,76710,76007,49.56920,1.06210,708,76
ANCELLE,05260,05004,44.61950,6.22880,1017,05
ANCEMONT,55320,55009,49.06320,5.38110,527,55
ANCENIS SAINT GEREON,44150,44003,47.38200,-1.16810,11600,44
ANCERVILLE,55170,55010,48.63910,5.02660,2569,55
ANCERVILLE,57580,57020,49.03180,6.39880,300,57
ANCERVILLER,54450,54014,48.53280,6.83520,245,54
ANCEY,21410,21013,47.33520,4.82260,451,21
ANCHAMPS,08500,08011,49.92550,4.66180,216,08
ANCHE,37500,37004,47.12980,0.30910,426,37
ANCHE,86700,86003,46.34970,0.26830,324,86
ANCHENONCOURT ET CHAZEL,70210,70017,47.86350,6.11600,224,70
ANCIENVILLE,02600,02015,49.21960,3.20650,78,02
ANCIER,70100,70018,47.44440,5.63670,523,70
ANCINNES,72610,72005,48.36180,0.17720,895,72
ANCIZAN,65440,65006,42.90330,0.29240,294,65
ANCONE,26200,26008,44.58030,4.71970,1338,26
ANCOURT,76370,76008,49.91100,1.18350,618,76
ANCOURTEVILLE SUR HERICOURT,76560,76009,49.69140,0.66130,354,76
ANCRETIEVILLE SAINT VICTOR,76760,76010,49.65550,0.96810,382,76
ANCRETTEVILLE SUR MER,76540,76011,49.78910,0.50370,143,76
ANCTOVILLE SUR BOSCQ,50400,50008,48.84560,-1.52800,435,50
ANCY,69490,69008,45.83620,4.50980,671,69
ANCY DORNOT,57130,57021,49.06450,6.04740,1490,57
ANCY LE FRANC,89160,89005,47.77180,4.16350,834,89
ANCY LE LIBRE,89160,89006,47.80340,4.14920,137,89
ANDAINVILLE,80140,80022,49.89090,1.78570,233,80
ANDANCE,07340,07009,45.23160,4.79720,1192,07
ANDANCETTE,26140,26009,45.24750,4.81270,1330,26
ANDE,27430,27015,49.22710,1.24800,1343,27
ANDECHY,80700,80023,49.71550,2.70850,282,80
ANDEL,22400,22002,48.49300,-2.55490,1180,22
ANDELAIN,02800,02016,49.64280,3.36860,212,02
ANDELAROCHE,03120,03004,46.24800,3.74000,214,03
ANDELARRE,70000,70019,47.58870,6.09290,153,70
ANDELARROT,70000,70020,47.58080,6.09420,246,70
ANDELAT,15100,15004,45.06530,3.05500,468,15
ANDELNANS,90400,90001,47.60170,6.86280,1093,90
ANDELOT BLANCHEVILLE,52700,52008,48.23650,5.28100,799,52
ANDELOT EN MONTAGNE,39110,39009,46.86040,5.92770,574,39
ANDELOT MORVAL,39320,39010,46.42350,5.42780,90,39
ANDELU,78770,78013,48.88700,1.80940,550,78
ANDERNAY,55800,55011,48.78270,4.95240,236,55
ANDERNOS LES BAINS,33510,33005,44.75290,-1.08200,12710,33
ANDERNY,54560,54015,49.33710,5.88180,254,54
ANDERT ET CONDON,01300,01009,45.78410,5.66070,348,01
ANDEVILLE,60570,60012,49.25840,2.16690,3434,60
ANDILLAC,81140,81012,44.00550,1.89450,127,81
ANDILLY,17230,17008,46.26150,-1.01570,2350,17
ANDILLY,54200,54016,48.76650,5.88830,275,54
ANDILLY,74350,74009,46.06980,6.07260,1013,74
ANDILLY,95580,95014,49.00980,2.30200,2742,95
ANDILLY EN BASSIGNY,52360,52009,47.92770,5.52280,108,52
ANDIRAN,47170,47009,44.10420,0.28630,260,47
ANDLAU,67140,67010,48.39350,7.38710,1757,67
ANDOINS,64420,64021,43.30080,-0.22580,727,64
ANDOLSHEIM,68280,68007,48.06450,7.43890,2199,68
ANDON,06750,06003,43.77550,6.82110,665,06
ANDONVILLE,45480,45005,48.27400,2.02330,247,45
ANDORNAY,70200,70021,47.65940,6.59910,175,70
ANDOUILLE,53240,53005,48.17690,-0.79110,2321,53
ANDOUILLE NEUVILLE,35250,35003,48.29930,-1.59510,1017,35
ANDOUQUE,81350,81013,44.00090,2.30430,383,81
ANDREIN,64390,64022,43.40180,-0.88980,136,64
ANDRES,62340,62031,50.86500,1.91910,1523,62
ANDREST,65390,65007,43.31560,0.06550,1340,65
ANDRESY,78570,78015,48.97780,2.04960,13834,78
ANDREZEL,77390,77004,48.61390,2.80510,336,77
ANDREZIEUX BOUTHEON,42160,42005,45.53530,4.27730,10425,42
ANDRYES,89480,89007,47.53460,3.45390,450,89
ANDUZE,30140,30010,44.05400,3.97660,3391,30
ANERES,65150,65009,43.07770,0.46470,166,65
ANET,28260,28007,48.85100,1.44320,2721,28
ANGAIS,64510,64023,43.23990,-0.24650,885,64
ANGE,41400,41002,47.31420,1.24200,795,41
ANGEAC CHAMPAGNE,16130,16012,45.61310,-0.28770,495,16
ANGEAC CHARENTE,16120,16013,45.62470,-0.08330,287,16
ANGECOURT,08450,08013,49.63320,4.97390,382,08
ANGEDUC,16300,16014,45.47870,-0.05520,145,16
ANGELY,89440,89008,47.56030,4.01120,152,89
ANGEOT,90150,90002,47.69580,7.00320,354,90
ANGERS,49000,49007,47.48190,-0.56290,159022,49
ANGERS,49100,49007,47.48190,-0.56290,159022,49
ANGERVILLE,14430,14012,49.24400,-0.02900,184,14
ANGERVILLE,91670,91016,48.31160,2.00570,4428,91
ANGERVILLE BAILLEUL,76110,76012,49.66810,0.45270,196,76
ANGERVILLE L ORCHER,76280,76014,49.58470,0.29510,1395,76
ANGERVILLE LA CAMPAGNE,27930,27017,48.98760,1.15750,1433,27
ANGERVILLE LA MARTEL,76540,76013,49.76720,0.50370,1079,76
ANGERVILLIERS,91470,91017,48.59160,2.05930,1772,91
ANGEVILLE,82210,82003,43.98860,1.03410,239,82
ANGEVILLERS,57440,57022,49.39020,6.04750,1404,57
ANGICOURT,60940,60013,49.31480,2.50240,1345,60
ANGIENS,76740,76015,49.83360,0.80210,513,76
ANGIREY,70700,70022,47.45240,5.77730,152,70
ANGIVILLERS,60130,60014,49.48930,2.50010,155,60
ANGLADE,33390,33006,45.21230,-0.64140,887,33
ANGLARDS DE SAINT FLOUR,15100,15005,44.98810,3.16350,412,15
ANGLARDS DE SALERS,15380,15006,45.19900,2.48540,727,15
ANGLARS,46120,46004,44.75020,1.89780,218,46
ANGLARS JUILLAC,46140,46005,44.48490,1.20990,330,46
ANGLARS NOZAC,46300,46006,44.78230,1.40500,400,46
ANGLARS SAINT FELIX,12390,12008,44.41430,2.23520,930,12
ANGLEFORT,01350,01010,45.90860,5.79480,1174,01
ANGLEMONT,88700,88008,48.37730,6.67130,144,88
ANGLES,04170,04007,43.94420,6.55310,72,04
ANGLES,81260,81014,43.53680,2.59210,515,81
ANGLES,85750,85004,46.38730,-1.40450,3115,85
ANGLES SUR L ANGLIN,86260,86004,46.70280,0.89610,370,86
ANGLESQUEVILLE L ESNEVAL,76280,76017,49.63180,0.23460,678,76
ANGLESQUEVILLE LA BRAS LONG,76740,76016,49.77970,0.78270,134,76
ANGLET,64600,64024,43.48930,-1.51930,43271,64
ANGLIERS,17540,17009,46.20490,-0.94990,1447,17
ANGLIERS,86330,86005,46.93650,0.09920,612,86
ANGLURE,51260,51009,48.58910,3.81660,777,51
ANGLURE SOUS DUN,71170,71008,46.23590,4.36940,143,71
ANGLUZELLES ET COURCELLES,51230,51010,48.66460,3.91250,149,51
ANGOISSE,24270,24008,45.43230,1.15280,598,24
ANGOMONT,54540,54017,48.50430,6.97990,75,54
ANGOS,65690,65010,43.19900,0.16610,230,65
ANGOULEME,16000,16015,45.64580,0.14500,41908,16
ANGOULINS,17690,17010,46.10830,-1.11000,4240,17
ANGOUME,40990,40003,43.70670,-1.13960,261,40
ANGOUS,64190,64025,43.29120,-0.81240,96,64
ANGOUSTRINE VILLENEUVE DES ESCALDES,66760,66005,42.54600,1.94430,542,66
ANGRES,62143,62032,50.41190,2.75380,4641,62
ANGRESSE,40150,40004,43.65910,-1.36240,2277,40
ANGRIE,49440,49008,47.58190,-0.96770,913,49
ANGUILCOURT LE SART,02800,02017,49.69710,3.42400,274,02
ANGY,60250,60015,49.33490,2.32960,1124,60
ANHAUX,64220,64026,43.14420,-1.30210,389,64
ANHIERS,59194,59007,50.40370,3.15460,888,59
ANIANE,34150,34010,43.68600,3.59110,2979,34
ANICHE,59580,59008,50.33010,3.25830,9963,59
ANISY,14610,14015,49.25310,-0.40000,819,14
ANIZY LE GRAND,02320,02018,49.51590,3.44260,2472,02
ANJEUX,70800,70023,47.88140,6.20990,148,70
ANJOU,38150,38009,45.34930,4.88200,1031,38
ANJOUIN,36210,36004,47.20200,1.80770,313,36
ANJOUTEY,90170,90003,47.70550,6.92270,611,90
ANLA,65370,65012,43.00500,0.59350,90,65
ANLEZY,58270,58006,46.96880,3.49250,240,58
ANLHIAC,24160,24009,45.32410,1.11940,264,24
ANNAY,58450,58007,47.52970,2.94150,343,58
ANNAY,62880,62033,50.46060,2.88490,4571,62
ANNAY LA COTE,89200,89009,47.55150,3.86990,329,89
ANNAY SUR SEREIN,89310,89010,47.73240,3.95630,205,89
ANNEBAULT,14430,14016,49.24920,0.05470,521,14
ANNECY,74000,74010,45.90240,6.12640,132117,74
ANNECY,74370,74010,45.90240,6.12640,132117,74
ANNECY,74600,74010,45.90240,6.12640,132117,74
ANNECY,74940,74010,45.90240,6.12640,132117,74
ANNECY,74960,74010,45.90240,6.12640,132117,74
ANNELLES,08310,08014,49.43410,4.41410,127,08
ANNEMASSE,74100,74012,46.18900,6.24760,37628,74
ANNEOT,89200,89011,47.51980,3.88080,112,89
ANNEPONT,17350,17011,45.84460,-0.60670,399,17
ANNEQUIN,62149,62034,50.50280,2.71800,2133,62
ANNESSE ET BEAULIEU,24430,24010,45.18130,0.59270,1511,24
ANNET SUR MARNE,77410,77005,48.92320,2.70670,3408,77
ANNEUX,59400,59010,50.15560,3.12300,258,59
ANNEVILLE AMBOURVILLE,76480,76020,49.45180,0.89600,1153,76
ANNEVILLE EN SAIRE,50760,50013,49.63690,-1.28360,370,50
ANNEVILLE LA PRAIRIE,52310,52011,48.19950,5.08750,95,52
ANNEVILLE SUR SCIE,76590,76019,49.83940,1.09350,405,76
ANNEYRON,26140,26010,45.27180,4.88920,4169,26
ANNEZAY,17380,17012,46.00750,-0.69790,168,17
ANNEZIN,62232,62035,50.54220,2.61660,5825,62
ANNOEULLIN,59112,59011,50.52750,2.92420,10847,59
ANNOIRE,39120,39011,46.95850,5.27960,423,39
ANNOIS,02480,02019,49.71220,3.17610,349,02
ANNOISIN CHATELANS,38460,38010,45.76570,5.28900,719,38
ANNOIX,18340,18006,46.97120,2.54500,250,18
ANNONAY,07100,07010,45.24490,4.64190,17274,07
ANNONVILLE,52230,52012,48.38650,5.27070,28,52
ANNOT,04240,04008,43.96310,6.66310,1009,04
ANNOUVILLE VILMESNIL,76110,76021,49.67890,0.43350,447,76
ANNOUX,89440,89012,47.62670,4.05180,85,89
ANOR,59186,59012,49.99650,4.12160,3099,59
ANOS,64160,64027,43.39920,-0.28980,174,64
ANOST,71550,71009,47.07880,4.09770,695,71
ANOULD,88650,88009,48.17940,6.93900,3234,88
ANOUX,54150,54018,49.27390,5.86830,270,54
ANOYE,64350,64028,43.39770,-0.13750,140,64
ANQUETIERVILLE,76490,76022,49.53690,0.63560,329,76
ANROSEY,52500,52013,47.84680,5.65740,121,52
ANSAC SUR VIENNE,16500,16016,45.99340,0.62600,815,16
ANSACQ,60250,60016,49.35130,2.36310,273,60
ANSAN,32270,32002,43.68600,0.78430,75,32
ANSAUVILLE,54470,54019,48.81100,5.82600,76,54
ANSAUVILLERS,60120,60017,49.56700,2.38650,1134,60
ANSE,69480,69009,45.94510,4.70490,8206,69
ANSE BERTRAND,97121,97102,16.46680,-61.46980,4412,971
ANSIGNAN,66220,66006,42.76460,2.52330,164,66
ANSOST,65140,65013,43.43230,0.11010,58,65
ANSOUIS,84240,84002,43.73380,5.46820,1064,84
ANSTAING,59152,59013,50.60260,3.18760,1631,59
ANTAGNAC,47700,47010,44.35610,-0.00230,223,47
ANTERRIEUX,15110,15007,44.82700,3.06370,122,15
ANTEUIL,25340,25018,47.37690,6.57810,602,25
ANTEZANT LA CHAPELLE,17400,17013,45.99870,-0.47970,367,17
ANTHE,47370,47011,44.37020,0.95820,194,47
ANTHELUPT,54110,54020,48.60120,6.41670,440,54
ANTHENAY,51700,51012,49.14140,3.73680,70,51
ANTHENY,08260,08015,49.84230,4.30840,100,08
ANTHEUIL,21360,21014,47.17630,4.74630,63,21
ANTHEUIL PORTES,60162,60019,49.50020,2.73330,408,60
ANTHIEN,58800,58008,47.30870,3.72650,173,58
ANTHON,38280,38011,45.78120,5.15830,1154,38
ANTHY SUR LEMAN,74200,74013,46.35370,6.42750,2495,74
ANTIBES,06160,06004,43.58230,7.10480,77637,06
ANTIBES,06600,06004,43.58230,7.10480,77637,06
ANTICHAN,65370,65014,42.99180,0.58310,41,65
ANTICHAN DE FRONTIGNES,31510,31009,42.96790,0.67440,158,31
ANTIGNAC,15240,15008,45.35450,2.56080,284,15
ANTIGNAC,31110,31010,42.83050,0.58760,83,31
ANTIGNY,85120,85005,46.61410,-0.75760,1027,85
ANTIGNY,86310,86006,46.53430,0.84270,550,86
ANTIGNY LA VILLE,21230,21015,47.10060,4.55990,86,21
ANTILLY,57640,57024,49.19950,6.24810,198,57
ANTILLY,60620,60020,49.15550,2.98870,273,60
ANTIN,65220,65015,43.33240,0.29040,92,65
ANTISANTI,20270,2B016,42.15700,9.38610,591,2B
ANTIST,65200,65016,43.11940,0.13570,189,65
ANTOGNY LE TILLAC,37800,37005,46.96970,0.55350,485,37
ANTOIGNE,49260,49009,47.07930,-0.13820,441,49
ANTOINGT,63340,63005,45.50510,3.18150,413,63
ANTONNE ET TRIGONANT,24420,24011,45.22750,0.82890,1185,24
ANTONY,92160,92002,48.75070,2.29760,64263,92
ANTRAN,86100,86007,46.88130,0.51820,1148,86
ANTRAS,09800,09011,42.87130,0.90230,74,09
ANTRAS,32360,32003,43.73040,0.44650,40,32
ANTRENAS,48100,48005,44.58940,3.25440,331,48
ANTUGNAC,11190,11010,42.96270,2.21740,291,11
ANTULLY,71400,71010,46.88760,4.40110,789,71
ANVEVILLE,76560,76023,49.70030,0.75100,291,76
ANVIN,62134,62036,50.45060,2.26140,700,62
ANY MARTIN RIEUX,02500,02020,49.88510,4.21900,456,02
ANZAT LE LUGUET,63420,63006,45.32650,3.01040,167,63
ANZELING,57320,57025,49.27040,6.46300,480,57
ANZEME,23000,23004,46.25920,1.85280,551,23
ANZEX,47700,47012,44.28490,0.17040,332,47
ANZIN,59410,59014,50.37600,3.51120,13183,59
ANZIN SAINT AUBIN,62223,62037,50.32060,2.73840,2833,62
ANZY LE DUC,71110,71011,46.32090,4.07610,419,71
AOSTE,38490,38012,45.60150,5.61100,2876,38
AOUGNY,51170,51013,49.18780,3.72670,103,51
AOUSTE,08290,08016,49.79630,4.31010,196,08
AOUSTE SUR SYE,26400,26011,44.70270,5.06040,2733,26
AOUZE,88170,88010,48.38360,5.86750,190,88
APACH,57480,57026,49.46060,6.38780,1072,57
APATOU,97317,97360,4.90190,-54.21710,10306,973
APCHAT,63420,63007,45.37870,3.14880,162,63
APCHON,15400,15009,45.24460,2.70130,177,15
APINAC,42550,42006,45.39350,3.99390,437,42
APPELLE,81700,81015,43.58090,1.95610,66,81
APPENAI SOUS BELLEME,61130,61005,48.33980,0.56610,275,61
APPENANS,25250,25019,47.45490,6.56800,385,25
APPENWIHR,68280,68008,48.02600,7.45220,586,68
APPEVILLE,50500,50016,49.32750,-1.33330,200,50
APPEVILLE ANNEBAULT,27290,27018,49.32570,0.64590,1004,27
APPIETTO,20167,2A017,41.99650,8.73100,1749,2A
APPILLY,60400,60021,49.58300,3.12250,498,60
APPOIGNY,89380,89013,47.86690,3.52060,3114,89
APPRIEU,38140,38013,45.39180,5.49830,3615,38
APPY,09250,09012,42.80320,1.74360,28,09
APREMONT,01100,01011,46.20450,5.66190,415,01
APREMONT,08250,08017,49.25900,4.96740,122,08
APREMONT,60300,60022,49.23320,2.51040,636,60
APREMONT,70100,70024,47.39290,5.53280,437,70
APREMONT,73190,73017,45.49980,5.93750,979,73
APREMONT,85220,85006,46.76000,-1.74980,2108,85
APREMONT LA FORET,55300,55012,48.84670,5.62070,427,55
APREMONT SUR ALLIER,18150,18007,46.90920,3.01890,66,18
APREY,52250,52014,47.77390,5.19660,187,52
APT,84400,84003,43.88150,5.38140,10143,84
ARABAUX,09000,09013,42.97990,1.63500,79,09
ARACHES LA FRASSE,74300,74014,46.02820,6.66460,1764,74
ARAGNOUET,65170,65017,42.77830,0.19080,289,65
ARAGON,11600,11011,43.29740,2.30300,487,11
ARAMITS,64570,64029,43.13430,-0.72000,659,64
ARAMON,30390,30012,43.89970,4.68690,4081,30
ARANC,01110,01012,45.99720,5.51400,331,01
ARANCOU,64270,64031,43.44370,-1.05440,187,64
ARANDAS,01230,01013,45.88850,5.49820,138,01
ARANDON PASSINS,38510,38297,45.70640,5.43730,1864,38
ARAUJUZON,64190,64032,43.34620,-0.82740,189,64
ARAULES,43200,43007,45.06550,4.17390,620,43
ARAUX,64190,64033,43.33940,-0.82030,136,64
ARBANATS,33640,33007,44.66790,-0.40250,1357,33
ARBAS,31160,31011,42.99250,0.90360,285,31
ARBECEY,70120,70025,47.74030,5.93770,228,70
ARBELLARA,20110,2A018,41.67050,8.99260,165,2A
ARBENT,01100,01014,46.28380,5.68790,3555,01
ARBEOST,65560,65018,42.97620,-0.27070,73,65
ARBERATS SILLEGUE,64120,64034,43.34000,-0.99120,329,64
ARBIGNY,01190,01016,46.48080,4.96130,462,01
ARBIGNY SOUS VARENNES,52500,52015,47.86150,5.61500,87,52
ARBIN,73800,73018,45.51140,6.07350,841,73
ARBLADE LE BAS,32720,32004,43.70490,-0.17590,134,32
ARBLADE LE HAUT,32110,32005,43.74150,-0.06600,308,32
ARBOIS,39600,39013,46.88760,5.77300,3114,39
ARBON,31160,31012,43.00170,0.73110,93,31
ARBONNE,64210,64035,43.42010,-1.55360,2447,64
ARBONNE LA FORET,77630,77006,48.40640,2.55610,1021,77
ARBORAS,34150,34011,43.72050,3.47340,107,34
ARBORI,20160,2A019,42.12300,8.79580,53,2A
ARBOT,52160,52016,47.84680,5.01660,60,52
ARBOUANS,25400,25020,47.48830,6.80950,876,25
ARBOUCAVE,40320,40005,43.60630,-0.44120,220,40
ARBOUET SUSSAUTE,64120,64036,43.37830,-0.98740,313,64
ARBOURSE,58350,58009,47.24780,3.22750,123,58
ARBOUSSOLS,66320,66007,42.66690,2.49530,130,66
ARBOYS EN BUGEY,01300,01015,45.71890,5.64040,710,01
ARBRISSEL,35130,35005,47.92830,-1.29090,266,35
ARBUS,64230,64037,43.32530,-0.50940,1226,64
ARBUSIGNY,74930,74015,46.08900,6.20120,1167,74
ARC EN BARROIS,52210,52017,47.94850,5.01790,671,52
ARC ET SENANS,25610,25021,47.03440,5.76860,1620,25
ARC LES GRAY,70100,70026,47.46200,5.58280,2393,70
ARC SOUS CICON,25520,25025,47.05240,6.40380,768,25
ARC SOUS MONTENOT,25270,25026,46.91480,6.00860,227,25
ARC SUR TILLE,21560,21021,47.33940,5.20070,2584,21
ARCACHON,33120,33009,44.65150,-1.17180,11092,33
ARCAIS,79210,79010,46.30020,-0.69820,615,79
ARCAMBAL,46090,46007,44.45570,1.54320,1004,46
ARCANGUES,64200,64038,43.42610,-1.50790,3657,64
ARCAY,18340,18008,46.96380,2.33650,500,18
ARCAY,86200,86008,46.95440,0.00120,343,86
ARCEAU,21310,21016,47.37750,5.19780,980,21
ARCENANT,21700,21017,47.14070,4.84070,518,21
ARCENS,07310,07012,44.89630,4.31840,346,07
ARCES,17120,17015,45.55360,-0.89590,716,17
ARCES DILO,89320,89014,48.10470,3.58770,615,89
ARCEY,21410,21018,47.27370,4.82640,51,21
ARCEY,25750,25022,47.52070,6.65100,1489,25
ARCHAIL,04420,04009,44.11500,6.33090,14,04
ARCHAMPS,74160,74016,46.12070,6.14170,2375,74
ARCHELANGE,39290,39014,47.15230,5.51630,219,39
ARCHES,15200,15010,45.29700,2.31520,192,15
ARCHES,88380,88011,48.10810,6.50770,1617,88
ARCHETTES,88380,88012,48.13240,6.54840,1113,88
ARCHIAC,17520,17016,45.52140,-0.30160,773,17
ARCHIGNAC,24590,24012,45.01620,1.29220,409,24
ARCHIGNAT,03380,03005,46.36340,2.41020,321,03
ARCHIGNY,86210,86009,46.66820,0.68460,1058,86
ARCHINGEAY,17380,17017,45.93120,-0.72060,765,17
ARCHON,02360,02021,49.74440,4.11760,76,02
ARCINGES,42460,42007,46.13510,4.28770,216,42
ARCINS,33460,33010,45.07620,-0.70710,540,33
ARCIS LE PONSART,51170,51014,49.22350,3.68680,285,51
ARCIS SUR AUBE,10700,10006,48.52750,4.14030,2785,10
ARCISSES,28400,28236,48.33650,0.89000,2197,28
ARCIZAC ADOUR,65360,65019,43.15020,0.08940,614,65
ARCIZAC EZ ANGLES,65100,65020,43.09510,0.01710,248,65
ARCIZANS AVANT,65400,65021,42.96030,-0.11920,397,65
ARCIZANS DESSUS,65400,65022,42.99620,-0.16230,116,65
ARCOMPS,18200,18009,46.67430,2.41970,280,18
ARCON,25300,25024,46.97020,6.38430,961,25
ARCON,42370,42008,46.00910,3.86690,106,42
ARCONCEY,21320,21020,47.21760,4.46330,217,21
ARCONNAY,72610,72006,48.39630,0.08260,1902,72
ARCONSAT,63250,63008,45.90040,3.71540,565,63
ARCONVILLE,10200,10007,48.15730,4.73210,108,10
ARCUEIL,94110,94003,48.80530,2.33280,22200,94
ARCY SAINTE RESTITUE,02130,02022,49.25570,3.47760,396,02
ARCY SUR CURE,89270,89015,47.59090,3.76580,486,89
ARDELLES,28170,28008,48.54450,1.17680,211,28
ARDELU,28700,28009,48.35440,1.91350,72,28
ARDENAIS,18170,18010,46.64710,2.34870,205,18
ARDENAY SUR MERIZE,72370,72007,47.99160,0.43010,504,72
ARDENGOST,65240,65023,42.92730,0.41320,12,65
ARDENTES,36120,36005,46.73730,1.81510,3715,36
